,name,fruit_type,r,g,b,rgb(),width,height,width_heigth_proportion,computed_hex
2018,174_100.jpg,Orange,54,106,171,"rgb(54,106,171)",96,100,0.96,3566251
703,218_100.jpg,Pear,106,160,170,"rgb(106,160,170)",120,125,0.96,6987946
2206,196_100.jpg,Orange,53,105,171,"rgb(53,105,171)",96,100,0.96,3500459
670,r_26_100.jpg,Pear,89,142,155,"rgb(89,142,155)",96,100,0.96,5869211
1986,213_100.jpg,Orange,54,105,171,"rgb(54,105,171)",96,100,0.96,3565995
2197,162_100.jpg,Orange,54,106,171,"rgb(54,106,171)",96,100,0.96,3566251
1984,203_100.jpg,Orange,53,105,172,"rgb(53,105,172)",96,100,0.96,3500460
631,262_100.jpg,Pear,102,158,170,"rgb(102,158,170)",120,125,0.96,6725290
203,r_224_100.jpg,Apple,70,75,138,"rgb(70,75,138)",96,100,0.96,4606858
1958,235_100.jpg,Orange,53,104,170,"rgb(53,104,170)",96,100,0.96,3500202
1956,225_100.jpg,Orange,54,104,171,"rgb(54,104,171)",96,100,0.96,3565739
2210,292_100.jpg,Orange,53,103,170,"rgb(53,103,170)",96,100,0.96,3499946
1948,198_100.jpg,Orange,53,105,171,"rgb(53,105,171)",96,100,0.96,3500459
1941,247_100.jpg,Orange,53,103,169,"rgb(53,103,169)",96,100,0.96,3499945
508,225_100.jpg,Pear,106,160,170,"rgb(106,160,170)",120,125,0.96,6987946
568,212_100.jpg,Pear,106,160,170,"rgb(106,160,170)",120,125,0.96,6987946
517,r_25_100.jpg,Pear,89,142,155,"rgb(89,142,155)",96,100,0.96,5869211
2204,249_100.jpg,Orange,53,103,169,"rgb(53,103,169)",96,100,0.96,3499945
671,219_100.jpg,Pear,106,160,170,"rgb(106,160,170)",120,125,0.96,6987946
2090,210_100.jpg,Orange,53,105,171,"rgb(53,105,171)",96,100,0.96,3500459
1989,r_104_100.jpg,Orange,55,106,161,"rgb(55,106,161)",96,100,0.96,3631777
1988,165_100.jpg,Orange,54,106,171,"rgb(54,106,171)",96,100,0.96,3566251
2001,294_100.jpg,Orange,53,103,170,"rgb(53,103,170)",96,100,0.96,3499946
1994,117_100.jpg,Orange,54,108,172,"rgb(54,108,172)",96,100,0.96,3566764
2199,172_100.jpg,Orange,54,106,171,"rgb(54,106,171)",96,100,0.96,3566251
1247,r_185_100.jpg,Kiwi,80,110,138,"rgb(80,110,138)",121,126,0.9603174603174603,5271178
650,226_100.jpg,Pear,106,160,171,"rgb(106,160,171)",121,126,0.9603174603174603,6987947
1383,r_186_100.jpg,Kiwi,79,110,138,"rgb(79,110,138)",121,126,0.9603174603174603,5205642
890,298_100.jpg,Pear,96,153,166,"rgb(96,153,166)",121,126,0.9603174603174603,6330790
1720,186_100.jpg,Banana,89,127,146,"rgb(89,127,146)",123,128,0.9609375,5865362
1109,r_181_100.jpg,Kiwi,79,109,137,"rgb(79,109,137)",123,128,0.9609375,5205385
1282,r_179_100.jpg,Kiwi,79,109,137,"rgb(79,109,137)",125,130,0.9615384615384616,5205385
1033,r_176_100.jpg,Kiwi,79,108,136,"rgb(79,108,136)",125,130,0.9615384615384616,5205128
615,r_24_100.jpg,Pear,89,142,155,"rgb(89,142,155)",100,104,0.9615384615384616,5869211
1191,r_180_100.jpg,Kiwi,79,109,137,"rgb(79,109,137)",125,130,0.9615384615384616,5205385
1117,r_175_100.jpg,Kiwi,79,108,136,"rgb(79,108,136)",127,132,0.9621212121212122,5205128
403,r_100_100.jpg,Apple,84,104,160,"rgb(84,104,160)",106,110,0.9636363636363636,5531808
17,r_244_100.jpg,Apple,75,80,139,"rgb(75,80,139)",107,111,0.963963963963964,4935819
353,r_102_100.jpg,Apple,84,104,160,"rgb(84,104,160)",107,111,0.963963963963964,5531808
431,r_101_100.jpg,Apple,84,104,160,"rgb(84,104,160)",108,112,0.9642857142857143,5531808
264,r_103_100.jpg,Apple,84,104,161,"rgb(84,104,161)",108,112,0.9642857142857143,5531809
98,246_100.jpg,Apple,75,85,150,"rgb(75,85,150)",108,112,0.9642857142857143,4937110
50,r_104_100.jpg,Apple,84,104,161,"rgb(84,104,161)",108,112,0.9642857142857143,5531809
393,r_240_100.jpg,Apple,72,77,138,"rgb(72,77,138)",108,112,0.9642857142857143,4738442
407,r_266_100.jpg,Apple,83,92,151,"rgb(83,92,151)",108,112,0.9642857142857143,5463191
486,r_251_100.jpg,Apple,77,83,142,"rgb(77,83,142)",108,112,0.9642857142857143,5067662
150,r_107_100.jpg,Apple,84,103,161,"rgb(84,103,161)",109,113,0.9646017699115044,5531553
375,r_109_100.jpg,Apple,84,103,161,"rgb(84,103,161)",109,113,0.9646017699115044,5531553
467,r_108_100.jpg,Apple,84,104,161,"rgb(84,104,161)",109,113,0.9646017699115044,5531809
401,r_110_100.jpg,Apple,84,103,161,"rgb(84,103,161)",109,113,0.9646017699115044,5531553
433,r_111_100.jpg,Apple,84,103,161,"rgb(84,103,161)",109,113,0.9646017699115044,5531553
83,r_115_100.jpg,Apple,84,103,161,"rgb(84,103,161)",110,114,0.9649122807017544,5531553
377,r_119_100.jpg,Apple,84,102,161,"rgb(84,102,161)",110,114,0.9649122807017544,5531297
1812,293_100.jpg,Banana,106,155,170,"rgb(106,155,170)",111,115,0.9652173913043478,6986666
362,258_100.jpg,Apple,75,87,152,"rgb(75,87,152)",111,115,0.9652173913043478,4937624
1513,10_100.jpg,Banana,106,155,170,"rgb(106,155,170)",112,116,0.9655172413793104,6986666
1576,325_100.jpg,Banana,102,137,153,"rgb(102,137,153)",112,116,0.9655172413793104,6719897
509,r_244_100.jpg,Pear,104,156,165,"rgb(104,156,165)",112,116,0.9655172413793104,6855845
1714,39_100.jpg,Banana,103,137,153,"rgb(103,137,153)",112,116,0.9655172413793104,6785433
197,r_130_100.jpg,Apple,81,99,155,"rgb(81,99,155)",112,116,0.9655172413793104,5333915
790,r_243_100.jpg,Pear,104,155,164,"rgb(104,155,164)",113,117,0.9658119658119658,6855588
139,262_100.jpg,Apple,75,87,152,"rgb(75,87,152)",113,117,0.9658119658119658,4937624
1615,8_100.jpg,Banana,105,155,170,"rgb(105,155,170)",113,117,0.9658119658119658,6921130
1481,326_100.jpg,Banana,103,138,154,"rgb(103,138,154)",113,117,0.9658119658119658,6785690
1869,291_100.jpg,Banana,104,155,170,"rgb(104,155,170)",113,117,0.9658119658119658,6855594
91,260_100.jpg,Apple,75,87,152,"rgb(75,87,152)",113,117,0.9658119658119658,4937624
58,261_100.jpg,Apple,75,87,152,"rgb(75,87,152)",113,117,0.9658119658119658,4937624
613,r_302_100.jpg,Pear,90,145,158,"rgb(90,145,158)",114,118,0.9661016949152542,5935518
627,r_181_100.jpg,Pear,91,142,147,"rgb(91,142,147)",115,119,0.9663865546218487,6000275
732,r_106_100.jpg,Pear,105,155,162,"rgb(105,155,162)",115,119,0.9663865546218487,6921122
573,r_105_100.jpg,Pear,105,154,161,"rgb(105,154,161)",115,119,0.9663865546218487,6920865
88,270_100.jpg,Apple,76,89,154,"rgb(76,89,154)",115,119,0.9663865546218487,5003674
5,121_100.jpg,Apple,78,89,156,"rgb(78,89,156)",116,120,0.9666666666666667,5134748
202,123_100.jpg,Apple,78,89,156,"rgb(78,89,156)",116,120,0.9666666666666667,5134748
579,r_177_100.jpg,Pear,92,144,149,"rgb(92,144,149)",116,120,0.9666666666666667,6066325
61,271_100.jpg,Apple,76,89,154,"rgb(76,89,154)",116,120,0.9666666666666667,5003674
169,122_100.jpg,Apple,78,89,156,"rgb(78,89,156)",116,120,0.9666666666666667,5134748
305,126_100.jpg,Apple,78,89,156,"rgb(78,89,156)",116,120,0.9666666666666667,5134748
1535,174_100.jpg,Banana,91,128,143,"rgb(91,128,143)",116,120,0.9666666666666667,5996687
593,r_141_100.jpg,Pear,100,156,162,"rgb(100,156,162)",117,121,0.9669421487603306,6593698
38,128_100.jpg,Apple,78,89,156,"rgb(78,89,156)",117,121,0.9669421487603306,5134748
603,224_100.jpg,Pear,106,160,170,"rgb(106,160,170)",117,121,0.9669421487603306,6987946
337,127_100.jpg,Apple,78,89,156,"rgb(78,89,156)",117,121,0.9669421487603306,5134748
762,249_100.jpg,Pear,104,160,172,"rgb(104,160,172)",118,122,0.9672131147540983,6856876
410,r_214_100.jpg,Apple,74,79,141,"rgb(74,79,141)",118,122,0.9672131147540983,4870029
823,251_100.jpg,Pear,104,160,172,"rgb(104,160,172)",118,122,0.9672131147540983,6856876
924,170_100.jpg,Pear,105,158,166,"rgb(105,158,166)",118,122,0.9672131147540983,6921894
532,191_100.jpg,Pear,106,161,170,"rgb(106,161,170)",119,123,0.967479674796748,6988202
922,195_100.jpg,Pear,106,161,170,"rgb(106,161,170)",119,123,0.967479674796748,6988202
506,153_100.jpg,Pear,103,157,163,"rgb(103,157,163)",119,123,0.967479674796748,6790563
537,203_100.jpg,Pear,106,161,170,"rgb(106,161,170)",119,123,0.967479674796748,6988202
958,169_100.jpg,Pear,105,158,165,"rgb(105,158,165)",119,123,0.967479674796748,6921893
795,250_100.jpg,Pear,104,160,172,"rgb(104,160,172)",119,123,0.967479674796748,6856876
493,247_100.jpg,Pear,104,161,172,"rgb(104,161,172)",119,123,0.967479674796748,6857132
810,r_169_100.jpg,Pear,94,148,153,"rgb(94,148,153)",120,124,0.967741935483871,6198425
854,258_100.jpg,Pear,102,159,171,"rgb(102,159,171)",120,124,0.967741935483871,6725547
730,r_174_100.jpg,Pear,93,146,151,"rgb(93,146,151)",120,124,0.967741935483871,6132375
1027,r_262_100.jpg,Kiwi,94,125,151,"rgb(94,125,151)",120,124,0.967741935483871,6192535
513,278_100.jpg,Pear,100,156,169,"rgb(100,156,169)",120,124,0.967741935483871,6593705
553,271_100.jpg,Pear,101,157,169,"rgb(101,157,169)",120,124,0.967741935483871,6659497
523,295_100.jpg,Pear,97,153,166,"rgb(97,153,166)",120,124,0.967741935483871,6396326
929,216_100.jpg,Pear,106,160,170,"rgb(106,160,170)",120,124,0.967741935483871,6987946
717,287_100.jpg,Pear,99,155,167,"rgb(99,155,167)",121,125,0.968,6527911
1121,r_117_100.jpg,Kiwi,92,127,156,"rgb(92,127,156)",121,125,0.968,6061980
819,223_100.jpg,Pear,106,160,170,"rgb(106,160,170)",121,125,0.968,6987946
947,229_100.jpg,Pear,106,160,171,"rgb(106,160,171)",121,125,0.968,6987947
629,286_100.jpg,Pear,99,155,168,"rgb(99,155,168)",121,125,0.968,6527912
1129,r_261_100.jpg,Kiwi,95,126,152,"rgb(95,126,152)",121,125,0.968,6258328
646,210_100.jpg,Pear,106,160,170,"rgb(106,160,170)",121,125,0.968,6987946
701,208_100.jpg,Pear,106,160,170,"rgb(106,160,170)",121,125,0.968,6987946
1423,r_118_100.jpg,Kiwi,92,127,156,"rgb(92,127,156)",121,125,0.968,6061980
684,227_100.jpg,Pear,106,160,171,"rgb(106,160,171)",121,125,0.968,6987947
556,284_100.jpg,Pear,100,155,168,"rgb(100,155,168)",121,125,0.968,6593448
1138,r_121_100.jpg,Kiwi,91,126,155,"rgb(91,126,155)",121,125,0.968,5996187
747,266_100.jpg,Pear,101,157,170,"rgb(101,157,170)",121,125,0.968,6659498
516,268_100.jpg,Pear,101,157,170,"rgb(101,157,170)",121,125,0.968,6659498
725,273_100.jpg,Pear,100,157,169,"rgb(100,157,169)",121,125,0.968,6593961
675,209_100.jpg,Pear,105,160,170,"rgb(105,160,170)",121,125,0.968,6922410
1212,r_260_100.jpg,Kiwi,95,126,152,"rgb(95,126,152)",121,125,0.968,6258328
1029,r_114_100.jpg,Kiwi,92,127,156,"rgb(92,127,156)",121,125,0.968,6061980
1632,46_100.jpg,Banana,100,137,155,"rgb(100,137,155)",121,125,0.968,6588827
768,292_100.jpg,Pear,97,154,167,"rgb(97,154,167)",122,126,0.9682539682539683,6396583
1414,r_258_100.jpg,Kiwi,95,126,152,"rgb(95,126,152)",122,126,0.9682539682539683,6258328
916,281_100.jpg,Pear,100,156,168,"rgb(100,156,168)",122,126,0.9682539682539683,6593704
1338,r_119_100.jpg,Kiwi,91,127,156,"rgb(91,127,156)",122,126,0.9682539682539683,5996444
1336,r_109_100.jpg,Kiwi,93,128,157,"rgb(93,128,157)",122,126,0.9682539682539683,6127773
935,264_100.jpg,Pear,101,158,170,"rgb(101,158,170)",122,126,0.9682539682539683,6659754
555,294_100.jpg,Pear,97,153,167,"rgb(97,153,167)",122,126,0.9682539682539683,6396327
1393,r_111_100.jpg,Kiwi,92,128,157,"rgb(92,128,157)",122,126,0.9682539682539683,6062237
1230,r_113_100.jpg,Kiwi,92,127,157,"rgb(92,127,157)",122,126,0.9682539682539683,6061981
581,308_100.jpg,Pear,94,151,164,"rgb(94,151,164)",122,126,0.9682539682539683,6199204
859,293_100.jpg,Pear,97,154,167,"rgb(97,154,167)",122,126,0.9682539682539683,6396583
630,296_100.jpg,Pear,97,153,166,"rgb(97,153,166)",122,126,0.9682539682539683,6396326
782,307_100.jpg,Pear,95,151,164,"rgb(95,151,164)",122,126,0.9682539682539683,6264740
997,r_122_100.jpg,Kiwi,91,126,155,"rgb(91,126,155)",123,127,0.968503937007874,5996187
1915,184_100.jpg,Banana,89,126,145,"rgb(89,126,145)",124,128,0.96875,5865105
1228,r_265_100.jpg,Kiwi,94,125,151,"rgb(94,125,151)",124,128,0.96875,6192535
1367,r_266_100.jpg,Kiwi,94,125,151,"rgb(94,125,151)",124,128,0.96875,6192535
1065,r_177_100.jpg,Kiwi,79,108,137,"rgb(79,108,137)",125,129,0.9689922480620154,5205129
1256,r_178_100.jpg,Kiwi,79,108,137,"rgb(79,108,137)",125,129,0.9689922480620154,5205129
1206,r_174_100.jpg,Kiwi,79,108,137,"rgb(79,108,137)",127,131,0.9694656488549618,5205129
1218,r_171_100.jpg,Kiwi,79,108,137,"rgb(79,108,137)",128,132,0.9696969696969697,5205129
232,r_202_100.jpg,Apple,78,86,145,"rgb(78,86,145)",96,99,0.9696969696969697,5133969
2167,273_100.jpg,Orange,53,102,169,"rgb(53,102,169)",96,99,0.9696969696969697,3499689
1254,r_168_100.jpg,Kiwi,79,109,137,"rgb(79,109,137)",129,133,0.9699248120300752,5205385
1987,r_114_100.jpg,Orange,57,107,160,"rgb(57,107,160)",97,100,0.97,3763104
2409,289_100.jpg,Orange,52,102,170,"rgb(52,102,170)",97,100,0.97,3434154
2222,109_100.jpg,Orange,55,109,173,"rgb(55,109,173)",97,100,0.97,3632557
2269,111_100.jpg,Orange,55,109,172,"rgb(55,109,172)",97,100,0.97,3632556
2273,277_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2202,259_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
2227,154_100.jpg,Orange,54,106,171,"rgb(54,106,171)",97,100,0.97,3566251
2412,230_100.jpg,Orange,53,104,170,"rgb(53,104,170)",97,100,0.97,3500202
2248,118_100.jpg,Orange,53,107,171,"rgb(53,107,171)",97,100,0.97,3500971
2229,222_100.jpg,Orange,53,104,170,"rgb(53,104,170)",97,100,0.97,3500202
2275,267_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
1992,107_100.jpg,Orange,56,109,173,"rgb(56,109,173)",97,100,0.97,3698093
2278,215_100.jpg,Orange,54,105,172,"rgb(54,105,172)",97,100,0.97,3565996
2414,220_100.jpg,Orange,53,104,171,"rgb(53,104,171)",97,100,0.97,3500203
2416,156_100.jpg,Orange,54,106,171,"rgb(54,106,171)",97,100,0.97,3566251
1996,261_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
1999,271_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2200,29_100.jpg,Orange,53,104,170,"rgb(53,104,170)",97,100,0.97,3500202
2267,127_100.jpg,Orange,53,106,171,"rgb(53,106,171)",97,100,0.97,3500715
2261,251_100.jpg,Orange,54,103,169,"rgb(54,103,169)",97,100,0.97,3565481
2208,r_281_100.jpg,Orange,57,107,159,"rgb(57,107,159)",97,100,0.97,3763103
1969,285_100.jpg,Orange,52,102,170,"rgb(52,102,170)",97,100,0.97,3434154
2250,306_100.jpg,Orange,53,103,170,"rgb(53,103,170)",97,100,0.97,3499946
1963,268_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
1961,278_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
1970,295_100.jpg,Orange,53,103,170,"rgb(53,103,170)",97,100,0.97,3499946
2400,22_100.jpg,Orange,53,104,170,"rgb(53,104,170)",97,100,0.97,3500202
2253,145_100.jpg,Orange,53,106,171,"rgb(53,106,171)",97,100,0.97,3500715
1959,300_100.jpg,Orange,54,104,171,"rgb(54,104,171)",97,100,0.97,3565739
2402,134_100.jpg,Orange,53,106,171,"rgb(53,106,171)",97,100,0.97,3500715
2209,282_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2408,242_100.jpg,Orange,53,103,169,"rgb(53,103,169)",97,100,0.97,3499945
478,r_223_100.jpg,Apple,70,75,138,"rgb(70,75,138)",97,100,0.97,4606858
1977,128_100.jpg,Orange,53,107,171,"rgb(53,107,171)",97,100,0.97,3500971
1947,131_100.jpg,Orange,54,107,171,"rgb(54,107,171)",97,100,0.97,3566507
2218,20_100.jpg,Orange,54,104,170,"rgb(54,104,170)",97,100,0.97,3565738
2255,233_100.jpg,Orange,53,104,170,"rgb(53,104,170)",97,100,0.97,3500202
1943,257_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
1982,2_100.jpg,Orange,54,103,170,"rgb(54,103,170)",97,100,0.97,3565482
2237,126_100.jpg,Orange,53,106,171,"rgb(53,106,171)",97,100,0.97,3500715
2220,119_100.jpg,Orange,54,107,172,"rgb(54,107,172)",97,100,0.97,3566508
2094,226_100.jpg,Orange,54,105,170,"rgb(54,105,170)",97,100,0.97,3565994
2378,14_100.jpg,Orange,53,103,170,"rgb(53,103,170)",97,100,0.97,3499946
2010,129_100.jpg,Orange,53,106,171,"rgb(53,106,171)",97,100,0.97,3500715
2135,133_100.jpg,Orange,53,106,171,"rgb(53,106,171)",97,100,0.97,3500715
2139,255_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
2352,281_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2062,1_100.jpg,Orange,54,104,171,"rgb(54,104,171)",97,100,0.97,3565739
2303,r_109_100.jpg,Orange,56,106,161,"rgb(56,106,161)",97,100,0.97,3697313
2149,25_100.jpg,Orange,53,104,170,"rgb(53,104,170)",97,100,0.97,3500202
2343,113_100.jpg,Orange,55,108,172,"rgb(55,108,172)",97,100,0.97,3632300
370,r_194_100.jpg,Apple,79,87,147,"rgb(79,87,147)",97,100,0.97,5199763
2359,r_101_100.jpg,Orange,56,106,161,"rgb(56,106,161)",97,100,0.97,3697313
2151,0_100.jpg,Orange,54,103,170,"rgb(54,103,170)",97,100,0.97,3565482
2297,283_100.jpg,Orange,52,102,170,"rgb(52,102,170)",97,100,0.97,3434154
2053,279_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2051,269_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2048,224_100.jpg,Orange,53,105,171,"rgb(53,105,171)",97,100,0.97,3500459
2301,23_100.jpg,Orange,54,104,171,"rgb(54,104,171)",97,100,0.97,3565739
302,r_221_100.jpg,Apple,70,76,139,"rgb(70,76,139)",97,100,0.97,4607115
97,r_227_100.jpg,Apple,69,74,137,"rgb(69,74,137)",97,100,0.97,4541065
2127,227_100.jpg,Orange,54,104,171,"rgb(54,104,171)",97,100,0.97,3565739
2324,157_100.jpg,Orange,54,106,171,"rgb(54,106,171)",97,100,0.97,3566251
2105,122_100.jpg,Orange,53,107,171,"rgb(53,107,171)",97,100,0.97,3500971
2081,114_100.jpg,Orange,55,108,172,"rgb(55,108,172)",97,100,0.97,3632300
2107,132_100.jpg,Orange,53,106,171,"rgb(53,106,171)",97,100,0.97,3500715
2079,104_100.jpg,Orange,55,109,173,"rgb(55,109,173)",97,100,0.97,3632557
2077,272_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2111,254_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
2073,286_100.jpg,Orange,52,102,170,"rgb(52,102,170)",97,100,0.97,3434154
2113,24_100.jpg,Orange,54,104,170,"rgb(54,104,170)",97,100,0.97,3565738
344,r_206_100.jpg,Apple,77,84,144,"rgb(77,84,144)",97,100,0.97,5067920
2329,r_110_100.jpg,Orange,56,107,161,"rgb(56,107,161)",97,100,0.97,3697569
2314,243_100.jpg,Orange,54,103,169,"rgb(54,103,169)",97,100,0.97,3565481
2066,159_100.jpg,Orange,54,106,171,"rgb(54,106,171)",97,100,0.97,3566251
2337,265_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
2339,275_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
2039,120_100.jpg,Orange,54,107,171,"rgb(54,107,171)",97,100,0.97,3566507
2002,284_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2037,130_100.jpg,Orange,53,107,171,"rgb(53,107,171)",97,100,0.97,3500971
2362,160_100.jpg,Orange,54,106,171,"rgb(54,106,171)",97,100,0.97,3566251
2019,r_105_100.jpg,Orange,55,106,161,"rgb(55,106,161)",97,100,0.97,3631777
2173,105_100.jpg,Orange,55,109,173,"rgb(55,109,173)",97,100,0.97,3632557
2373,112_100.jpg,Orange,55,108,172,"rgb(55,108,172)",97,100,0.97,3632300
2322,147_100.jpg,Orange,54,106,171,"rgb(54,106,171)",97,100,0.97,3566251
2187,110_100.jpg,Orange,55,108,172,"rgb(55,108,172)",97,100,0.97,3632300
2379,290_100.jpg,Orange,53,103,170,"rgb(53,103,170)",97,100,0.97,3499946
2380,280_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2189,266_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
2283,r_102_100.jpg,Orange,56,106,161,"rgb(56,106,161)",97,100,0.97,3697313
2191,276_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2192,r_275_100.jpg,Orange,57,108,160,"rgb(57,108,160)",97,100,0.97,3763360
2014,212_100.jpg,Orange,53,105,171,"rgb(53,105,171)",97,100,0.97,3500459
440,r_205_100.jpg,Apple,77,84,144,"rgb(77,84,144)",97,100,0.97,5067920
2198,r_103_100.jpg,Orange,56,106,161,"rgb(56,106,161)",97,100,0.97,3697313
2383,229_100.jpg,Orange,53,104,170,"rgb(53,104,170)",97,100,0.97,3500202
256,r_207_100.jpg,Apple,76,83,143,"rgb(76,83,143)",97,100,0.97,5002127
2371,264_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
2369,274_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2171,115_100.jpg,Orange,55,108,172,"rgb(55,108,172)",97,100,0.97,3632300
2165,158_100.jpg,Orange,54,106,171,"rgb(54,106,171)",97,100,0.97,3566251
2033,256_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
142,r_203_100.jpg,Apple,78,85,144,"rgb(78,85,144)",97,100,0.97,5133712
2169,263_100.jpg,Orange,53,102,170,"rgb(53,102,170)",97,100,0.97,3499690
267,r_228_100.jpg,Apple,69,74,137,"rgb(69,74,137)",97,100,0.97,4541065
389,r_222_100.jpg,Apple,70,75,138,"rgb(70,75,138)",97,100,0.97,4606858
412,r_204_100.jpg,Apple,78,84,144,"rgb(78,84,144)",97,100,0.97,5133456
67,r_193_100.jpg,Apple,79,87,146,"rgb(79,87,146)",97,100,0.97,5199762
2026,270_100.jpg,Orange,52,102,169,"rgb(52,102,169)",97,100,0.97,3434153
2024,106_100.jpg,Orange,55,109,173,"rgb(55,109,173)",97,100,0.97,3632557
2292,258_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
2022,116_100.jpg,Orange,54,108,171,"rgb(54,108,171)",97,100,0.97,3566763
2029,260_100.jpg,Orange,53,102,169,"rgb(53,102,169)",97,100,0.97,3499689
2159,287_100.jpg,Orange,53,102,170,"rgb(53,102,170)",97,100,0.97,3499690
205,r_234_100.jpg,Apple,70,75,137,"rgb(70,75,137)",102,105,0.9714285714285714,4606857
480,r_233_100.jpg,Apple,70,75,137,"rgb(70,75,137)",102,105,0.9714285714285714,4606857
804,r_23_100.jpg,Pear,89,142,155,"rgb(89,142,155)",102,105,0.9714285714285714,5869211
2027,308_100.jpg,Orange,53,104,171,"rgb(53,104,171)",104,107,0.9719626168224299,3500203
0,r_236_100.jpg,Apple,71,76,137,"rgb(71,76,137)",105,108,0.9722222222222222,4672649
174,r_235_100.jpg,Apple,71,75,137,"rgb(71,75,137)",105,108,0.9722222222222222,4672393
189,r_246_100.jpg,Apple,75,81,140,"rgb(75,81,140)",108,111,0.972972972972973,4936076
391,r_250_100.jpg,Apple,77,83,142,"rgb(77,83,142)",108,111,0.972972972972973,5067662
110,r_245_100.jpg,Apple,75,80,140,"rgb(75,80,140)",108,111,0.972972972972973,4935820
418,r_249_100.jpg,Apple,76,82,141,"rgb(76,82,141)",108,111,0.972972972972973,5001869
161,r_247_100.jpg,Apple,75,81,140,"rgb(75,81,140)",109,112,0.9732142857142857,4936076
181,r_268_100.jpg,Apple,83,93,152,"rgb(83,93,152)",109,112,0.9732142857142857,5463448
298,r_243_100.jpg,Apple,73,79,138,"rgb(73,79,138)",109,112,0.9732142857142857,4804490
457,r_248_100.jpg,Apple,76,81,141,"rgb(76,81,141)",109,112,0.9732142857142857,5001613
465,r_118_100.jpg,Apple,84,102,161,"rgb(84,102,161)",110,113,0.9734513274336283,5531297
15,r_254_100.jpg,Apple,78,85,143,"rgb(78,85,143)",110,113,0.9734513274336283,5133711
268,259_100.jpg,Apple,75,87,152,"rgb(75,87,152)",112,115,0.9739130434782609,4937624
1728,292_100.jpg,Banana,106,156,171,"rgb(106,156,171)",112,115,0.9739130434782609,6986923
1917,40_100.jpg,Banana,102,137,153,"rgb(102,137,153)",113,116,0.9741379310344828,6719897
519,r_303_100.jpg,Pear,89,144,157,"rgb(89,144,157)",114,117,0.9743589743589743,5869725
602,r_245_100.jpg,Pear,105,156,166,"rgb(105,156,166)",114,117,0.9743589743589743,6921382
1900,290_100.jpg,Banana,104,156,171,"rgb(104,156,171)",114,117,0.9743589743589743,6855851
1955,r_254_100.jpg,Orange,59,111,161,"rgb(59,111,161)",114,117,0.9743589743589743,3895201
949,r_248_100.jpg,Pear,104,157,167,"rgb(104,157,167)",115,118,0.9745762711864406,6856103
413,103_100.jpg,Apple,76,89,157,"rgb(76,89,157)",115,118,0.9745762711864406,5003677
653,r_247_100.jpg,Pear,105,157,166,"rgb(105,157,166)",115,118,0.9745762711864406,6921638
756,r_103_100.jpg,Pear,104,154,161,"rgb(104,154,161)",116,119,0.9747899159663865,6855329
447,102_100.jpg,Apple,76,89,157,"rgb(76,89,157)",116,119,0.9747899159663865,5003677
341,101_100.jpg,Apple,76,89,157,"rgb(76,89,157)",116,119,0.9747899159663865,5003677
780,r_178_100.jpg,Pear,92,144,148,"rgb(92,144,148)",116,119,0.9747899159663865,6066324
490,r_137_100.jpg,Apple,79,95,151,"rgb(79,95,151)",116,119,0.9747899159663865,5201815
978,r_251_100.jpg,Pear,105,158,168,"rgb(105,158,168)",116,119,0.9747899159663865,6921896
845,r_102_100.jpg,Pear,103,153,161,"rgb(103,153,161)",117,120,0.975,6789537
867,r_109_100.jpg,Pear,105,155,162,"rgb(105,155,162)",117,120,0.975,6921122
